9759091062				Xtreme Brite Brightening Gel is a highly concentrated formula designed to achieve a clearer and brighter complexion. Its powerful formula effectively removes blackheads and cosmetic acne, leaving the skin looking smoother and more radiant.
B000052YJD				One Facial Sponge for Daily Cleansing of Sensitive SkinThis sponge is designed for daily cleansing of sensitive skin, thoroughly cleaning and refreshing the skin. It can be used with your favorite cleanser and is perfect for preparing the skin for sunless tanning. The sponge gently cleanses away makeup, dirt, and excess oil, leaving the skin smooth and soft. Dermatology-tested for gentleness, this sponge is suitable for all
B000052YMX				Dermatologist-recommended and formulated to mimic the skin's natural moisture balance, our Therapeutic Moisturizing Face Cream is a game-changer for dry, sensitive skin. With the power of phospholipids, which are naturally found in the skin, this cream helps to lock in moisture and provide long-lasting hydration. Plus, its non-greasy and quick-absorbing formula makes it perfect for everyday use. Unscented and
B000052ZTY				Introduced in 1995, this fragrance features notes of woods, fresh citrus, and spicy leaves. It is recommended for daytime use, and it's important to consider how various factors can affect the way a scent smells on your skin. These factors include your mood, stress level, age, body chemistry, diet, and current medications, as well as dry or oily skin, which can impact the fragrance's longevity after application.
B00005304H				More Cotton At The Tip Than Any Other Swab.Strong and Gentle Cotton Swabs made with 100% pure cotton, providing more soft cotton at the tip than any other swab. The firm paper stick gives gently under pressure, while a special adhesive secures the cotton to the stick. Ideal for the whole family, and not just for ears. Apply and remove makeup or touch up a manicure. Gentle enough to care for newborn babies.
B0000531II				A lightweight, oil-free powder for a natural, no-shine finish that lasts all day. Formulated with 100% oil-absorbing ingredients, this powder is available in both light and medium shades for customizable coverage.
B0000531NU				Instantly triple your lash volume with our long-lasting, waterproof formula. The patented Anti-Clump Brush ensures no clumps or globs, making it safe for contact lens wearers. The formula builds up lash volume for a dramatic look that lasts all day.
B000089SA4				Why Choose Glycerin Soap?Glycerin is a natural humectant that draws moisture into the skin, cleansing without disrupting the skin's delicate pH balance. Our products are made with 100% vegetable glycerin, are hypo-allergenic for sensitive skin, and are recommended by dermatologists. They are also completely biodegradable and free of animal ingredients and testing. Our products provide a superior sudsing action and last
B00008J2XQ				This innovative hand cream offers long-lasting moisture and protection for dry skin, without leaving a greasy residue. Specially formulated with ntense Relief Hand Cream and rich emollients, this product creates a barrier against environmental stressors, providing 24-hour hydration and withstanding even hand washing. Unlike other hand creams, Aveeno Intense Relief Hand Cream delivers sustained relief and care for the hands, leaving them soft and supple.
B000093I60				Instantly leave your skin feeling clean, refreshed, and odor-free in minutes. Our concentrated formula makes 16 complete baths without any rinsing required, ensuring a thorough and convenient cleanse. Gentle on sensitive skin and alcohol-free, this body bath provides an excellent perineal cleanser. Its fast, easy, and hassle-free alternative to traditional bathing offers a warm, comfortable, and patient-friendly experience. Say goodbye to slip and fall incidents, reduce bath
